X;Result
-0.2000000000;-4.7447136768
-0.1900000000;-4.9737233156
-0.1800000000;-5.2317328797
-0.1700000000;-5.5238923638
-0.1600000000;-5.8566407145
-0.1500000000;-6.2381358531
-0.1400000000;-6.6788689758
-0.1300000000;-7.1925623645
-0.1200000000;-7.7975160892
-0.1100000000;-8.5186892661
-0.1000000000;-9.3910316144
-0.0900000000;-10.4650274516
-0.0800000000;-11.8164169813
-0.0700000000;-13.5642280862
-0.0600000000;-15.9068527638
-0.0500000000;-19.2014122622
-0.0400000000;-24.1621698408
-0.0300000000;-32.4557693717
-0.0200000000;-49.0821902072
-0.0100000000;-99.0414405619
-0.0000000000;158192626.0678305000
0.0100000000;-910505435.7901397000
0.0200000000;-39301536.2087177600
0.0300000000;-4639591.2694954870
0.0400000000;-846549.6605153542
0.0500000000;-196499.3556881847
0.0600000000;-52807.3120496789
0.0700000000;-15534.5583574806
0.0800000000;-4808.2137173058
0.0900000000;-1514.5703066938
0.1000000000;-469.2944266026
0.1100000000;-137.0532807985
0.1200000000;-35.3070200387
0.1300000000;-7.0512352450
0.1400000000;-0.7707233745
0.1500000000;-0.0055479734
0.1600000000;0.0514588124
0.1700000000;0.4736545270
0.1800000000;1.2635434280
0.1900000000;2.2098018539
0.2000000000;3.1304194777
0.2100000000;3.9167126623
0.2200000000;4.5215768658
0.2300000000;4.9381723886
0.2400000000;5.1818758491
0.2500000000;5.2783201237
0.2600000000;5.2559431120
0.2700000000;5.1420001859
0.2800000000;4.9606160603
0.2900000000;4.7321493590
0.3000000000;4.4731183664
0.3100000000;4.1965844229
0.3200000000;3.9125981388
0.3300000000;3.6287562385
0.3400000000;3.3505749637
0.3500000000;3.0819726175
0.3600000000;2.8255864380
0.3700000000;2.5831257702
0.3800000000;2.3555030156
0.3900000000;2.1430968887
0.4000000000;1.9458787946
0.4100000000;1.7635146717
0.4200000000;1.5955113457
0.4300000000;1.4411909706
0.4400000000;1.2998111080
0.4500000000;1.1705840890
0.4600000000;1.0527054894
0.4700000000;0.9453747935
0.4800000000;0.8478018859
0.4900000000;0.7592523085
0.5000000000;0.6789966208
0.5100000000;0.6063562732
0.5200000000;0.5406940002
0.5300000000;0.4814144921
0.5400000000;0.4279640431
0.5500000000;0.3798294770
0.5600000000;0.3365365837
0.5700000000;0.2976441933
0.5800000000;0.2627595120
0.5900000000;0.2315076606
0.6000000000;0.2035501657
0.6100000000;0.1785770509
0.6200000000;0.1563047546
0.6300000000;0.1364741340
0.6400000000;0.1188485682
0.6500000000;0.1032121716
